flowCode,reporterCode,reporterISO,partnerCode,partnerISO,cmdCode,cmdDesc,qtyUnitAbbr,qty,fobvalue
X,643,RUS,642,ROU,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",N/A,,5645.0
X,643,RUS,642,ROU,72,Iron and steel,N/A,,34944098.0
X,643,RUS,642,ROU,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",N/A,,1966185.0
X,643,RUS,670,VCT,89,"Ships, boats and floating structures",N/A,,3207888.0
X,643,RUS,670,VCT,96,Miscellaneous manufactured articles,N/A,,101.0
X,643,RUS,674,SMR,22,"Beverages, spirits and vinegar",N/A,,100225.0
X,643,RUS,642,ROU,74,Copper and articles thereof,N/A,,84122.0
X,643,RUS,642,ROU,76,Aluminium and articles thereof,N/A,,1872056.0
X,643,RUS,642,ROU,81,"Metals; n.e.c., cermets and articles thereof",N/A,,611420.0
X,643,RUS,642,ROU,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",N/A,,176878.0
X,643,RUS,642,ROU,83,Metal; miscellaneous products of base metal,N/A,,71121.0
X,643,RUS,642,ROU,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",N/A,,56086.0
X,643,RUS,642,ROU,52,Cotton,N/A,,112849.0
X,643,RUS,642,ROU,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",N/A,,1271473.0
X,643,RUS,642,ROU,91,Clocks and watches and parts thereof,N/A,,2186.0
X,643,RUS,642,ROU,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,1670244.0
X,643,RUS,646,RWA,95,"Toys, games and sports requisites; parts and accessories thereof",N/A,,7780.0
X,643,RUS,659,KNA,89,"Ships, boats and floating structures",N/A,,4718667.0
X,643,RUS,660,AIA,70,Glass and glassware,N/A,,477.0
X,643,RUS,670,VCT,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",N/A,,84.0
X,643,RUS,670,VCT,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",N/A,,925.0
X,643,RUS,670,VCT,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",N/A,,11.0
X,643,RUS,674,SMR,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",N/A,,9505.0
X,643,RUS,674,SMR,43,Furskins and artificial fur; manufactures thereof,N/A,,3025568.0
